Movie Name,Emotion,Release Date,Genre,IMDb Rating,OTT Platform,Watch Link
The Grand Budapest Hotel (73),happy,2014-03-28,Comedy,5.4,Amazon Prime Video,https://www.amazon.com/dp/77587362
Inside Out (98),surprise,2015-06-19,Animation,7.6,YouTube Movies,https://www.youtube.com/results?search_query=-3507893
Gladiator (47),angry,2000-05-05,Action,7.1,HBO Max,https://www.hbomax.com/feature/-1473355
Schindler's List (100),sad,1993-12-15,Historical,7.7,YouTube Movies,https://www.youtube.com/results?search_query=-7408357
The Shawshank Redemption (51),sad,1994-09-23,Drama,6.8,Apple TV+,https://tv.apple.com/movie/55732973
The Silence of the Lambs (43),fear,1991-02-14,Thriller,6.6,Hulu,https://www.hulu.com/movie/-8959854
Avengers: Endgame (54),angry,2019-04-26,Action,7.3,YouTube Movies,https://www.youtube.com/results?search_query=47561017
Gladiator (94),angry,2000-05-05,Action,9.4,Apple TV+,https://tv.apple.com/movie/-3343799
Pulp Fiction (24),disgust,1994-10-14,Crime,5.9,Netflix,https://www.netflix.com/title/-9168520
Titanic (69),happy,1997-12-19,Romance,5.0,HBO Max,https://www.hbomax.com/feature/-8015114
Parasite (22),fear,2019-05-30,Thriller,5.3,Apple TV+,https://tv.apple.com/movie/-6609011
Gladiator (22),angry,2000-05-05,Action,8.9,YouTube Movies,https://www.youtube.com/results?search_query=-7503567
Forrest Gump (11),sad,1994-07-06,Drama,7.7,Hulu,https://www.hulu.com/movie/65690183
Parasite (28),fear,2019-05-30,Thriller,5.8,YouTube Movies,https://www.youtube.com/results?search_query=88084942
Parasite (90),fear,2019-05-30,Thriller,8.9,Disney+,https://www.disneyplus.com/movies/-7559313
Saving Private Ryan (16),disgust,1998-07-24,War,8.4,Netflix,https://www.netflix.com/title/-5585682
The Lion King (18),surprise,1994-06-24,Animation,5.9,Peacock,https://www.peacocktv.com/watch/19188221
Parasite (4),fear,2019-05-30,Thriller,5.9,Hulu,https://www.hulu.com/movie/75641546
Saving Private Ryan (96),disgust,1998-07-24,War,5.6,Amazon Prime Video,https://www.amazon.com/dp/78929559
Schindler's List (58),sad,1993-12-15,Historical,6.7,Amazon Prime Video,https://www.amazon.com/dp/41618645
Saving Private Ryan (9),disgust,1998-07-24,War,7.4,Amazon Prime Video,https://www.amazon.com/dp/72815629
The Dark Knight (10),angry,2008-07-18,Action,6.5,Apple TV+,https://tv.apple.com/movie/-8410995
Avengers: Endgame (61),angry,2019-04-26,Action,8.3,HBO Max,https://www.hbomax.com/feature/-8661209
The Shawshank Redemption (78),sad,1994-09-23,Drama,7.0,Disney+,https://www.disneyplus.com/movies/-8566652
The Grand Budapest Hotel (94),happy,2014-03-28,Comedy,5.2,HBO Max,https://www.hbomax.com/feature/-8930106
Interstellar (74),neutral,2014-11-07,Sci-Fi,6.0,Apple TV+,https://tv.apple.com/movie/42774332
Pulp Fiction (68),disgust,1994-10-14,Crime,8.4,HBO Max,https://www.hbomax.com/feature/-5567117
The Silence of the Lambs (30),fear,1991-02-14,Thriller,6.3,Amazon Prime Video,https://www.amazon.com/dp/13132969
Joker (99),fear,2019-10-04,Psychological,8.9,Disney+,https://www.disneyplus.com/movies/30520096
Inception (43),neutral,2010-07-16,Sci-Fi,7.2,Apple TV+,https://tv.apple.com/movie/69372579
Forrest Gump (36),sad,1994-07-06,Drama,8.4,Hulu,https://www.hulu.com/movie/21910232
Avengers: Endgame (42),angry,2019-04-26,Action,5.4,Hulu,https://www.hulu.com/movie/-5409813
Inside Out (93),surprise,2015-06-19,Animation,7.8,Disney+,https://www.disneyplus.com/movies/-7235579
Schindler's List (95),sad,1993-12-15,Historical,5.8,Amazon Prime Video,https://www.amazon.com/dp/-8508440
Parasite (62),fear,2019-05-30,Thriller,9.0,Disney+,https://www.disneyplus.com/movies/71203098
Inside Out (4),surprise,2015-06-19,Animation,5.0,HBO Max,https://www.hbomax.com/feature/-4680714
Schindler's List (51),sad,1993-12-15,Historical,6.9,Peacock,https://www.peacocktv.com/watch/-5946012
Interstellar (87),neutral,2014-11-07,Sci-Fi,5.4,HBO Max,https://www.hbomax.com/feature/47049156
The Lion King (71),surprise,1994-06-24,Animation,7.0,Hulu,https://www.hulu.com/movie/-3790112
Saving Private Ryan (83),disgust,1998-07-24,War,8.9,Amazon Prime Video,https://www.amazon.com/dp/-3982192
The Godfather (44),disgust,1972-03-24,Crime,7.6,HBO Max,https://www.hbomax.com/feature/43085646
Saving Private Ryan (24),disgust,1998-07-24,War,5.6,HBO Max,https://www.hbomax.com/feature/-1102557
Pulp Fiction (50),disgust,1994-10-14,Crime,8.7,Apple TV+,https://tv.apple.com/movie/35135582
The Grand Budapest Hotel (31),happy,2014-03-28,Comedy,7.1,Peacock,https://www.peacocktv.com/watch/-9071188
Inception (21),neutral,2010-07-16,Sci-Fi,5.7,Amazon Prime Video,https://www.amazon.com/dp/92037279
Parasite (39),fear,2019-05-30,Thriller,6.3,Peacock,https://www.peacocktv.com/watch/68370214
The Dark Knight (94),angry,2008-07-18,Action,8.6,Disney+,https://www.disneyplus.com/movies/41781911
Joker (65),fear,2019-10-04,Psychological,6.5,Netflix,https://www.netflix.com/title/-4825825
The Silence of the Lambs (41),fear,1991-02-14,Thriller,9.2,Apple TV+,https://tv.apple.com/movie/20825172
The Lion King (72),surprise,1994-06-24,Animation,7.5,Disney+,https://www.disneyplus.com/movies/-6131348
The Matrix (52),neutral,1999-03-31,Sci-Fi,5.1,Disney+,https://www.disneyplus.com/movies/31000982
The Shawshank Redemption (75),sad,1994-09-23,Drama,7.2,Disney+,https://www.disneyplus.com/movies/55135719
The Matrix (65),neutral,1999-03-31,Sci-Fi,5.4,Peacock,https://www.peacocktv.com/watch/-1568126
Titanic (76),happy,1997-12-19,Romance,9.2,Netflix,https://www.netflix.com/title/86116876
Avengers: Endgame (86),angry,2019-04-26,Action,8.4,Apple TV+,https://tv.apple.com/movie/-4123868
The Silence of the Lambs (45),fear,1991-02-14,Thriller,9.1,YouTube Movies,https://www.youtube.com/results?search_query=-3015825
Saving Private Ryan (39),disgust,1998-07-24,War,5.3,YouTube Movies,https://www.youtube.com/results?search_query=56100220
The Shawshank Redemption (14),sad,1994-09-23,Drama,7.2,Apple TV+,https://tv.apple.com/movie/-5084230
Parasite (62),fear,2019-05-30,Thriller,6.0,HBO Max,https://www.hbomax.com/feature/71203098
Inception (10),neutral,2010-07-16,Sci-Fi,8.6,Disney+,https://www.disneyplus.com/movies/-4827924
Parasite (5),fear,2019-05-30,Thriller,7.9,Hulu,https://www.hulu.com/movie/24858208
The Grand Budapest Hotel (74),happy,2014-03-28,Comedy,8.7,Apple TV+,https://tv.apple.com/movie/51117057
The Lion King (31),surprise,1994-06-24,Animation,6.3,HBO Max,https://www.hbomax.com/feature/-4611763
Saving Private Ryan (58),disgust,1998-07-24,War,9.4,YouTube Movies,https://www.youtube.com/results?search_query=47152972
The Shawshank Redemption (68),sad,1994-09-23,Drama,6.1,Netflix,https://www.netflix.com/title/50123718
The Lion King (32),surprise,1994-06-24,Animation,5.7,HBO Max,https://www.hbomax.com/feature/75312046
The Lion King (62),surprise,1994-06-24,Animation,9.2,Hulu,https://www.hulu.com/movie/89848052
Inside Out (24),surprise,2015-06-19,Animation,7.9,Hulu,https://www.hulu.com/movie/17970351
Inception (84),neutral,2010-07-16,Sci-Fi,9.0,HBO Max,https://www.hbomax.com/feature/-1536356
Gladiator (66),angry,2000-05-05,Action,5.4,HBO Max,https://www.hbomax.com/feature/-7819519
The Godfather (46),disgust,1972-03-24,Crime,5.6,YouTube Movies,https://www.youtube.com/results?search_query=-4076276
The Godfather (78),disgust,1972-03-24,Crime,8.7,YouTube Movies,https://www.youtube.com/results?search_query=38484952
Forrest Gump (13),sad,1994-07-06,Drama,6.2,Hulu,https://www.hulu.com/movie/38417456
The Shawshank Redemption (73),sad,1994-09-23,Drama,6.7,Netflix,https://www.netflix.com/title/58621585
The Grand Budapest Hotel (40),happy,2014-03-28,Comedy,8.4,Hulu,https://www.hulu.com/movie/-1547038
The Dark Knight (80),angry,2008-07-18,Action,7.8,Disney+,https://www.disneyplus.com/movies/-3117132
The Silence of the Lambs (61),fear,1991-02-14,Thriller,6.9,Netflix,https://www.netflix.com/title/-8074758
Interstellar (75),neutral,2014-11-07,Sci-Fi,7.2,Hulu,https://www.hulu.com/movie/-2739768
Forrest Gump (90),sad,1994-07-06,Drama,8.2,Amazon Prime Video,https://www.amazon.com/dp/42833963
Forrest Gump (82),sad,1994-07-06,Drama,5.5,Netflix,https://www.netflix.com/title/26594575
Joker (64),fear,2019-10-04,Psychological,7.9,Netflix,https://www.netflix.com/title/93869953
Parasite (20),fear,2019-05-30,Thriller,6.0,Amazon Prime Video,https://www.amazon.com/dp/-3838849
Interstellar (31),neutral,2014-11-07,Sci-Fi,7.3,Amazon Prime Video,https://www.amazon.com/dp/-2677680
Coco (23),surprise,2017-11-22,Animation,7.2,YouTube Movies,https://www.youtube.com/results?search_query=-3184978
Inception (55),neutral,2010-07-16,Sci-Fi,8.9,Netflix,https://www.netflix.com/title/86498834
Interstellar (48),neutral,2014-11-07,Sci-Fi,8.2,Hulu,https://www.hulu.com/movie/-5240020
Titanic (16),happy,1997-12-19,Romance,9.4,HBO Max,https://www.hbomax.com/feature/-6141793
The Shawshank Redemption (98),sad,1994-09-23,Drama,6.8,Apple TV+,https://tv.apple.com/movie/-8117090
Gladiator (7),angry,2000-05-05,Action,9.4,Apple TV+,https://tv.apple.com/movie/52148713
Pulp Fiction (95),disgust,1994-10-14,Crime,5.9,Amazon Prime Video,https://www.amazon.com/dp/-1017114
The Godfather (69),disgust,1972-03-24,Crime,6.6,Apple TV+,https://tv.apple.com/movie/12530995
The Matrix (10),neutral,1999-03-31,Sci-Fi,7.8,HBO Max,https://www.hbomax.com/feature/-1851326
Titanic (90),happy,1997-12-19,Romance,5.6,YouTube Movies,https://www.youtube.com/results?search_query=48786421
Gladiator (76),angry,2000-05-05,Action,6.7,HBO Max,https://www.hbomax.com/feature/44922069
Interstellar (84),neutral,2014-11-07,Sci-Fi,5.1,Hulu,https://www.hulu.com/movie/37036044
Parasite (8),fear,2019-05-30,Thriller,5.5,YouTube Movies,https://www.youtube.com/results?search_query=-6386743
Avengers: Endgame (37),angry,2019-04-26,Action,7.1,Hulu,https://www.hulu.com/movie/69767533
Saving Private Ryan (50),disgust,1998-07-24,War,8.7,HBO Max,https://www.hbomax.com/feature/-8915679
The Lion King (54),surprise,1994-06-24,Animation,6.3,HBO Max,https://www.hbomax.com/feature/89435910
Titanic (70),happy,1997-12-19,Romance,6.6,YouTube Movies,https://www.youtube.com/results?search_query=-3096558
The Grand Budapest Hotel (84),happy,2014-03-28,Comedy,9.3,Amazon Prime Video,https://www.amazon.com/dp/-4794951
Pulp Fiction (64),disgust,1994-10-14,Crime,8.3,Peacock,https://www.peacocktv.com/watch/31007059
Inside Out (8),surprise,2015-06-19,Animation,6.7,HBO Max,https://www.hbomax.com/feature/28850281
Parasite (28),fear,2019-05-30,Thriller,8.7,Apple TV+,https://tv.apple.com/movie/88084942
The Silence of the Lambs (9),fear,1991-02-14,Thriller,8.6,Disney+,https://www.disneyplus.com/movies/-9149713
Inside Out (84),surprise,2015-06-19,Animation,6.5,YouTube Movies,https://www.youtube.com/results?search_query=62486177
The Lion King (70),surprise,1994-06-24,Animation,8.0,Apple TV+,https://tv.apple.com/movie/30013910
The Godfather (93),disgust,1972-03-24,Crime,6.6,Peacock,https://www.peacocktv.com/watch/-2540981
Inception (1),neutral,2010-07-16,Sci-Fi,8.4,Netflix,https://www.netflix.com/title/11089875
Titanic (22),happy,1997-12-19,Romance,9.4,Netflix,https://www.netflix.com/title/23239224
Avengers: Endgame (10),angry,2019-04-26,Action,9.3,Peacock,https://www.peacocktv.com/watch/73304530
Schindler's List (45),sad,1993-12-15,Historical,8.8,Peacock,https://www.peacocktv.com/watch/-2839765
Saving Private Ryan (58),disgust,1998-07-24,War,8.1,Apple TV+,https://tv.apple.com/movie/47152972
Avengers: Endgame (11),angry,2019-04-26,Action,5.4,Hulu,https://www.hulu.com/movie/-8145885
Interstellar (10),neutral,2014-11-07,Sci-Fi,7.4,Hulu,https://www.hulu.com/movie/-7809528
Avengers: Endgame (93),angry,2019-04-26,Action,7.9,Amazon Prime Video,https://www.amazon.com/dp/-3346918
The Godfather (28),disgust,1972-03-24,Crime,5.5,Amazon Prime Video,https://www.amazon.com/dp/-4442804
Gladiator (73),angry,2000-05-05,Action,9.2,YouTube Movies,https://www.youtube.com/results?search_query=78800343
The Shawshank Redemption (62),sad,1994-09-23,Drama,8.1,Hulu,https://www.hulu.com/movie/-3970283
Parasite (77),fear,2019-05-30,Thriller,9.0,Netflix,https://www.netflix.com/title/-3505198
Pulp Fiction (14),disgust,1994-10-14,Crime,8.3,Amazon Prime Video,https://www.amazon.com/dp/51204503
The Godfather (43),disgust,1972-03-24,Crime,7.4,YouTube Movies,https://www.youtube.com/results?search_query=-3279105
Schindler's List (58),sad,1993-12-15,Historical,5.5,Peacock,https://www.peacocktv.com/watch/41618645
Interstellar (54),neutral,2014-11-07,Sci-Fi,9.1,Hulu,https://www.hulu.com/movie/27819464
Gladiator (19),angry,2000-05-05,Action,8.5,Amazon Prime Video,https://www.amazon.com/dp/47627858
Forrest Gump (84),sad,1994-07-06,Drama,7.8,Peacock,https://www.peacocktv.com/watch/61406529
The Grand Budapest Hotel (42),happy,2014-03-28,Comedy,8.9,Disney+,https://www.disneyplus.com/movies/-6453758
The Matrix (42),neutral,1999-03-31,Sci-Fi,7.4,Apple TV+,https://tv.apple.com/movie/-8227035
Interstellar (23),neutral,2014-11-07,Sci-Fi,9.5,Peacock,https://www.peacocktv.com/watch/69480308
Parasite (80),fear,2019-05-30,Thriller,7.9,Hulu,https://www.hulu.com/movie/-6858781
Titanic (88),happy,1997-12-19,Romance,7.1,Apple TV+,https://tv.apple.com/movie/90805825
The Silence of the Lambs (2),fear,1991-02-14,Thriller,5.8,Netflix,https://www.netflix.com/title/-5571768
The Grand Budapest Hotel (90),happy,2014-03-28,Comedy,8.4,Peacock,https://www.peacocktv.com/watch/-3988197
Titanic (96),happy,1997-12-19,Romance,8.0,Amazon Prime Video,https://www.amazon.com/dp/62565149
The Lion King (67),surprise,1994-06-24,Animation,7.0,Amazon Prime Video,https://www.amazon.com/dp/-6335691
Forrest Gump (41),sad,1994-07-06,Drama,5.4,Netflix,https://www.netflix.com/title/-3107504
Pulp Fiction (60),disgust,1994-10-14,Crime,5.3,Amazon Prime Video,https://www.amazon.com/dp/65467724
Forrest Gump (69),sad,1994-07-06,Drama,5.1,HBO Max,https://www.hbomax.com/feature/63052796
The Lion King (49),surprise,1994-06-24,Animation,7.0,Disney+,https://www.disneyplus.com/movies/29611986
Schindler's List (57),sad,1993-12-15,Historical,7.7,Peacock,https://www.peacocktv.com/watch/-2686883
Joker (82),fear,2019-10-04,Psychological,7.6,Amazon Prime Video,https://www.amazon.com/dp/-2765491
Parasite (84),fear,2019-05-30,Thriller,6.8,Peacock,https://www.peacocktv.com/watch/41922281
Avengers: Endgame (25),angry,2019-04-26,Action,7.0,HBO Max,https://www.hbomax.com/feature/61678928
The Matrix (36),neutral,1999-03-31,Sci-Fi,5.5,Hulu,https://www.hulu.com/movie/18983585
Inception (71),neutral,2010-07-16,Sci-Fi,8.2,HBO Max,https://www.hbomax.com/feature/-7556985
Pulp Fiction (58),disgust,1994-10-14,Crime,5.1,Netflix,https://www.netflix.com/title/-6312426
Schindler's List (67),sad,1993-12-15,Historical,6.8,YouTube Movies,https://www.youtube.com/results?search_query=14562375
Pulp Fiction (42),disgust,1994-10-14,Crime,8.6,YouTube Movies,https://www.youtube.com/results?search_query=28469380
Inception (48),neutral,2010-07-16,Sci-Fi,6.9,HBO Max,https://www.hbomax.com/feature/20970191
Avengers: Endgame (74),angry,2019-04-26,Action,6.8,Netflix,https://www.netflix.com/title/56919736
The Lion King (78),surprise,1994-06-24,Animation,5.7,Peacock,https://www.peacocktv.com/watch/-4343471
Inception (76),neutral,2010-07-16,Sci-Fi,8.9,Apple TV+,https://tv.apple.com/movie/47743262
Forrest Gump (72),sad,1994-07-06,Drama,7.5,Peacock,https://www.peacocktv.com/watch/47322366
The Dark Knight (81),angry,2008-07-18,Action,5.7,Hulu,https://www.hulu.com/movie/88188837
Interstellar (100),neutral,2014-11-07,Sci-Fi,6.6,Disney+,https://www.disneyplus.com/movies/74859380
The Matrix (54),neutral,1999-03-31,Sci-Fi,8.8,Hulu,https://www.hulu.com/movie/46206508
Inside Out (4),surprise,2015-06-19,Animation,8.8,Peacock,https://www.peacocktv.com/watch/-4680714
Avengers: Endgame (99),angry,2019-04-26,Action,8.6,Netflix,https://www.netflix.com/title/-6264869
Parasite (70),fear,2019-05-30,Thriller,9.5,Apple TV+,https://tv.apple.com/movie/51894647
Parasite (44),fear,2019-05-30,Thriller,6.5,Hulu,https://www.hulu.com/movie/72791587
The Matrix (10),neutral,1999-03-31,Sci-Fi,6.8,Amazon Prime Video,https://www.amazon.com/dp/-1851326
Inception (90),neutral,2010-07-16,Sci-Fi,8.8,Apple TV+,https://tv.apple.com/movie/-7498921
The Lion King (87),surprise,1994-06-24,Animation,5.5,HBO Max,https://www.hbomax.com/feature/-6488115
Gladiator (95),angry,2000-05-05,Action,6.3,Amazon Prime Video,https://www.amazon.com/dp/-8651927
Pulp Fiction (74),disgust,1994-10-14,Crime,5.8,HBO Max,https://www.hbomax.com/feature/-8938120
Inside Out (37),surprise,2015-06-19,Animation,8.2,Disney+,https://www.disneyplus.com/movies/-1762566
Schindler's List (85),sad,1993-12-15,Historical,5.2,Hulu,https://www.hulu.com/movie/-5002570
The Lion King (29),surprise,1994-06-24,Animation,5.4,HBO Max,https://www.hbomax.com/feature/-2081395
Joker (50),fear,2019-10-04,Psychological,8.3,Hulu,https://www.hulu.com/movie/-8995589
Joker (43),fear,2019-10-04,Psychological,7.8,YouTube Movies,https://www.youtube.com/results?search_query=-4414159
The Silence of the Lambs (37),fear,1991-02-14,Thriller,7.7,HBO Max,https://www.hbomax.com/feature/-2587090
The Dark Knight (2),angry,2008-07-18,Action,7.4,Netflix,https://www.netflix.com/title/-8928444
Inside Out (84),surprise,2015-06-19,Animation,5.4,Apple TV+,https://tv.apple.com/movie/62486177
Inception (66),neutral,2010-07-16,Sci-Fi,7.7,YouTube Movies,https://www.youtube.com/results?search_query=65723674
Avengers: Endgame (4),angry,2019-04-26,Action,8.0,Hulu,https://www.hulu.com/movie/-6603254
Parasite (91),fear,2019-05-30,Thriller,8.7,Netflix,https://www.netflix.com/title/-2615621
Schindler's List (20),sad,1993-12-15,Historical,8.1,Peacock,https://www.peacocktv.com/watch/75170263
Parasite (89),fear,2019-05-30,Thriller,9.2,Netflix,https://www.netflix.com/title/-3838548
Inside Out (96),surprise,2015-06-19,Animation,5.6,Hulu,https://www.hulu.com/movie/42469192
Parasite (88),fear,2019-05-30,Thriller,9.4,Peacock,https://www.peacocktv.com/watch/21280581
The Lion King (16),surprise,1994-06-24,Animation,7.8,Peacock,https://www.peacocktv.com/watch/19681964
Avengers: Endgame (29),angry,2019-04-26,Action,5.4,HBO Max,https://www.hbomax.com/feature/90553684
Gladiator (91),angry,2000-05-05,Action,6.8,HBO Max,https://www.hbomax.com/feature/-7970612
Parasite (49),fear,2019-05-30,Thriller,5.9,HBO Max,https://www.hbomax.com/feature/44464164
Interstellar (34),neutral,2014-11-07,Sci-Fi,5.1,HBO Max,https://www.hbomax.com/feature/20721799
The Dark Knight (10),angry,2008-07-18,Action,5.7,Hulu,https://www.hulu.com/movie/-8410995
Inside Out (76),surprise,2015-06-19,Animation,8.0,Apple TV+,https://tv.apple.com/movie/64673846
The Dark Knight (66),angry,2008-07-18,Action,8.4,Netflix,https://www.netflix.com/title/-6322482
Joker (10),fear,2019-10-04,Psychological,5.1,YouTube Movies,https://www.youtube.com/results?search_query=-1553847
The Dark Knight (92),angry,2008-07-18,Action,6.2,Amazon Prime Video,https://www.amazon.com/dp/-8726775
Joker (1),fear,2019-10-04,Psychological,8.5,HBO Max,https://www.hbomax.com/feature/51089934
Gladiator (63),angry,2000-05-05,Action,8.8,HBO Max,https://www.hbomax.com/feature/78255903
Joker (89),fear,2019-10-04,Psychological,6.6,Hulu,https://www.hulu.com/movie/-4144159
The Matrix (45),neutral,1999-03-31,Sci-Fi,9.4,Peacock,https://www.peacocktv.com/watch/-8947829
